json ser(micros), json len(bytes), json & lz4 #(micros), json & lz4 len(bytes), json & lz4 !(micros), json & snappy #(micros), json & snappy len(bytes), json & snappy !(micros), json & zlib #(micros), json & zlib len(bytes), json & zlib !(micros), json & zstd #(micros), json & zstd len(bytes), json & zstd !(micros), json de(micros), protobuf ser(micros), protobuf len(bytes), protobuf & lz4 #(micros), protobuf & lz4 len(bytes), protobuf & lz4 !(micros), protobuf & snappy #(micros), protobuf & snappy len(bytes), protobuf & snappy !(micros), protobuf & zlib #(micros), protobuf & zlib len(bytes), protobuf & zlib !(micros), protobuf & zstd #(micros), protobuf & zstd len(bytes), protobuf & zstd !(micros), protobuf de(micros), msgpack ser(micros), msgpack len(bytes), msgpack & lz4 #(micros), msgpack & lz4 len(bytes), msgpack & lz4 !(micros), msgpack & snappy #(micros), msgpack & snappy len(bytes), msgpack & snappy !(micros), msgpack & zlib #(micros), msgpack & zlib len(bytes), msgpack & zlib !(micros), msgpack & zstd #(micros), msgpack & zstd len(bytes), msgpack & zstd !(micros), msgpack de(micros), bson ser(micros), bson len(bytes), bson & lz4 #(micros), bson & lz4 len(bytes), bson & lz4 !(micros), bson & snappy #(micros), bson & snappy len(bytes), bson & snappy !(micros), bson & zlib #(micros), bson & zlib len(bytes), bson & zlib !(micros), bson & zstd #(micros), bson & zstd len(bytes), bson & zstd !(micros), bson de(micros), cbor ser(micros), cbor len(bytes), cbor & lz4 #(micros), cbor & lz4 len(bytes), cbor & lz4 !(micros), snappy #(micros), snappy len(bytes), snappy !(micros), zlib #(micros), zlib len(bytes), zlib !(micros), zstd #(micros), zstd len(bytes), zstd !(micros), cbor de(micros),pickle ser(micros), pickle len(bytes), lz4 #(micros), lz4 len(bytes), lz4 !(micros), snappy #(micros), snappy len(bytes), snappy !(micros), zlib #(micros), zlib len(bytes), zlib !(micros), zstd #(micros), zstd len(bytes), zstd !(micros), pickle de(micros),
5580, 85779, 5458, 20065, 2443, 1870, 20123, 3527, 27541, 9820, 8183, 200, 7288, 75, 7522, 81064, 31000, 4333, 17560, 2160, 1155, 16935, 1113, 21157, 10735, 3708, 185, 9912, 52, 40815, 3368, 69003, 5450, 18352, 2278, 1537, 20010, 3403, 29458, 13568, 6947, 247, 9908, 67, 8050, 6991, 83910, 6426, 24379, 2533, 2089, 26420, 3561, 35026, 15575, 8381, 228, 13562, 75, 9406, 3330, 70003, 5435, 18479, 2279, 1632, 20175, 3433, 29050, 13511, 7007, 247, 9870, 68, 10724, 3025, 91008, 5890, 23054, 2407, 2006, 23263, 3526, 33200, 12594, 8628, 202, 10088, 70, 20185, 
5581, 85784, 5464, 19984, 2434, 1891, 20277, 3547, 27638, 9808, 8101, 194, 7145, 72, 7586, 79418, 31000, 4362, 17466, 2152, 1158, 16918, 1097, 22009, 10721, 3741, 183, 9725, 53, 40785, 3339, 69003, 5495, 18492, 2291, 1544, 19979, 3445, 29588, 13554, 6976, 189, 9868, 62, 7995, 7014, 83910, 6499, 24456, 2544, 2097, 26390, 3573, 35210, 15563, 8385, 233, 13388, 76, 9480, 3328, 70003, 5489, 18576, 2285, 1630, 20115, 3435, 29241, 13503, 7061, 187, 9829, 61, 10726, 3087, 91008, 5919, 23009, 2411, 2025, 23221, 3514, 33440, 12564, 8678, 188, 10052, 62, 20376, 
5568, 85779, 5465, 20078, 2465, 1886, 20358, 3567, 27876, 9872, 8110, 196, 7218, 73, 7536, 80398, 31000, 4362, 17437, 2161, 1158, 16871, 1121, 21077, 10722, 3760, 248, 10106, 62, 41125, 3379, 69003, 5463, 18573, 2301, 1547, 20048, 3452, 29645, 13558, 6960, 256, 9851, 71, 8052, 6942, 83910, 6539, 24378, 2548, 2102, 26410, 3583, 35533, 15547, 8398, 245, 13525, 85, 9480, 3313, 70003, 5487, 18673, 2282, 1646, 20255, 3448, 29265, 13502, 7007, 223, 9812, 60, 10653, 3034, 91008, 5884, 22839, 2407, 2020, 23306, 3513, 34000, 12606, 8655, 188, 10028, 63, 20266, 
5592, 85780, 5382, 19887, 2446, 1883, 20313, 3568, 27665, 9821, 8102, 197, 7215, 81, 7541, 80544, 31000, 4308, 17504, 2141, 1162, 16888, 1113, 22016, 10728, 3738, 247, 9793, 59, 40948, 3348, 69003, 5476, 18532, 2274, 1543, 20015, 3429, 29707, 13554, 6965, 247, 9857, 71, 7980, 7025, 83910, 6515, 24390, 2540, 2102, 26463, 3568, 35334, 15559, 8396, 227, 13419, 76, 9509, 3349, 70003, 5468, 18632, 2276, 1638, 20190, 3423, 29219, 13498, 7028, 250, 9815, 60, 10631, 3039, 91008, 5894, 22978, 2420, 2022, 23384, 3506, 33648, 12567, 8720, 249, 10035, 74, 20257, 
5568, 85782, 5449, 20024, 2439, 1879, 20114, 3553, 27772, 9833, 8088, 197, 7182, 73, 7548, 79983, 31000, 4337, 17493, 2169, 1156, 16821, 1110, 21386, 10734, 3726, 246, 9827, 53, 40928, 3351, 69003, 5519, 18603, 2299, 1554, 20082, 3421, 29740, 13548, 6943, 254, 9834, 61, 8006, 6982, 83910, 6480, 24420, 2536, 2099, 26485, 3575, 35253, 15575, 8362, 228, 13559, 75, 9407, 3293, 70003, 5436, 18526, 2272, 1638, 20168, 3446, 29326, 13489, 7025, 185, 9791, 61, 10628, 3041, 91008, 5884, 23061, 2413, 2017, 23296, 3503, 33815, 12582, 8673, 256, 10003, 72, 20419, 
5587, 85778, 5415, 19931, 2444, 1893, 20204, 3557, 27628, 9816, 8107, 195, 7205, 72, 7706, 80612, 31000, 4334, 17483, 2155, 1157, 16902, 1120, 21922, 10734, 3742, 181, 9650, 51, 41054, 3362, 69003, 5485, 18530, 2306, 1547, 20065, 3438, 29779, 13557, 7029, 185, 9837, 61, 8019, 7063, 83910, 6519, 24300, 2525, 2099, 26390, 3556, 35288, 15565, 8362, 228, 13588, 76, 9498, 3293, 70003, 5466, 18663, 2291, 1634, 20147, 3440, 29275, 13505, 7035, 247, 9795, 69, 10764, 3058, 91008, 5907, 23017, 2408, 2019, 23254, 3519, 33865, 12561, 8702, 187, 10014, 63, 20416, 
5594, 85780, 5436, 19924, 2432, 1881, 20209, 3569, 27533, 9854, 8159, 192, 7249, 75, 7573, 80637, 31000, 4312, 17500, 2155, 1160, 16884, 1110, 21402, 10740, 3710, 190, 9868, 54, 41035, 3393, 69003, 5481, 18542, 2294, 1537, 20028, 3429, 29670, 13553, 6935, 252, 9825, 67, 8065, 6995, 83910, 6504, 24389, 2551, 2111, 26519, 3564, 35280, 15542, 8382, 227, 13456, 75, 9413, 3338, 70003, 5465, 18590, 2291, 1637, 20119, 3442, 29179, 13506, 7005, 234, 9788, 66, 10674, 3041, 91008, 5849, 22942, 2411, 2018, 23288, 3528, 33263, 12569, 8652, 186, 10002, 62, 20246, 
5613, 85784, 5420, 19995, 2439, 1876, 20128, 3538, 28063, 9869, 8137, 194, 7263, 75, 7567, 81066, 31000, 4353, 17585, 2150, 1150, 16869, 1102, 21936, 10734, 3729, 179, 9534, 51, 40992, 3355, 69003, 5469, 18509, 2295, 1550, 19959, 3430, 29593, 13535, 6991, 249, 9866, 66, 8069, 6977, 83910, 6488, 24381, 2529, 2123, 26547, 3574, 35123, 15559, 8376, 230, 13406, 76, 9504, 3342, 70003, 5458, 18569, 2268, 1641, 20102, 3433, 29180, 13480, 7063, 245, 9828, 68, 10761, 3030, 91008, 5900, 22948, 2416, 2015, 23225, 3528, 33232, 12576, 8677, 185, 10042, 62, 20389, 
5603, 85780, 5417, 19957, 2428, 1879, 20032, 3531, 27760, 9883, 8119, 196, 7260, 73, 7515, 80820, 31000, 4333, 17499, 2140, 1154, 16883, 1113, 21527, 10729, 3769, 185, 9754, 52, 41092, 3385, 69003, 5492, 18652, 2317, 1553, 20000, 3500, 29686, 13557, 6969, 200, 9888, 68, 8101, 6946, 83910, 6538, 24473, 2552, 2093, 26401, 3562, 34933, 15571, 8347, 226, 13593, 75, 9419, 3333, 70003, 5444, 18542, 2295, 1639, 20131, 3428, 29226, 13500, 7061, 185, 9850, 61, 10661, 3054, 91008, 5918, 22989, 2418, 2021, 23229, 3522, 33353, 12568, 8643, 183, 10073, 62, 20185, 
5579, 85780, 5420, 20016, 2457, 1877, 20208, 3564, 27885, 9839, 8100, 196, 7243, 73, 7530, 81346, 31000, 4349, 17540, 2150, 1164, 16844, 1107, 22003, 10731, 3729, 191, 9531, 59, 41093, 3365, 69003, 5440, 18490, 2297, 1542, 20016, 3438, 29697, 13573, 6938, 252, 9951, 81, 8049, 6973, 83910, 6538, 24466, 2555, 2098, 26360, 3544, 34744, 15555, 8386, 231, 13603, 75, 9479, 3289, 70003, 5448, 18655, 2283, 1632, 20170, 3434, 29205, 13526, 7031, 184, 9918, 59, 10746, 3023, 91008, 5924, 23098, 2418, 2016, 23200, 3503, 33227, 12559, 8741, 189, 10145, 63, 20327, 
5564, 85779, 5483, 20186, 2466, 1875, 19993, 3553, 27748, 9816, 8109, 206, 7631, 77, 7569, 80764, 31000, 4350, 17554, 2154, 1160, 16838, 1103, 21736, 10731, 3723, 186, 9688, 53, 40792, 3368, 69003, 5466, 18451, 2299, 1546, 19961, 3399, 29672, 13567, 6945, 247, 9890, 68, 8091, 7007, 83910, 6495, 24327, 2543, 2102, 26367, 3545, 35276, 15575, 8378, 230, 13532, 78, 9478, 3303, 70003, 5447, 18588, 2285, 1639, 20091, 3433, 29286, 13500, 7021, 253, 9854, 69, 10647, 3045, 91008, 5946, 23032, 2399, 2018, 23191, 3515, 33538, 12573, 8702, 190, 10073, 63, 20355, 
5564, 85782, 5437, 20120, 2447, 1874, 20294, 3553, 27798, 9854, 8111, 198, 7276, 84, 7506, 80566, 31000, 4320, 17415, 2156, 1151, 16959, 1105, 21883, 10727, 3710, 242, 9585, 58, 41067, 3357, 69003, 5444, 18454, 2262, 1540, 19991, 3423, 29443, 13577, 6921, 252, 9872, 70, 8027, 6963, 83910, 6469, 24405, 2544, 2092, 26387, 3544, 35816, 15531, 8346, 230, 13578, 77, 9470, 3298, 70003, 5406, 18477, 2271, 1622, 20121, 3447, 28924, 13518, 6981, 187, 9838, 62, 10672, 3029, 91008, 5890, 23048, 2408, 2002, 23167, 3518, 34127, 12555, 8654, 203, 10062, 73, 20187, 
5610, 85784, 5456, 20031, 2429, 1893, 20258, 3564, 27592, 9826, 8138, 194, 7212, 76, 7505, 80853, 31000, 4315, 17484, 2169, 1153, 16901, 1122, 21939, 10718, 3724, 184, 9639, 53, 40894, 3378, 69003, 5463, 18558, 2298, 1540, 20013, 3425, 29677, 13545, 6954, 232, 9882, 61, 8060, 7015, 83910, 6508, 24319, 2538, 2091, 26442, 3565, 35288, 15562, 8332, 232, 13567, 76, 9463, 3325, 70003, 5473, 18581, 2283, 1638, 20197, 3440, 29337, 13476, 7020, 247, 9849, 70, 10692, 3028, 91008, 5884, 23016, 2397, 2020, 23275, 3511, 33453, 12565, 8658, 189, 10084, 66, 20309, 
5582, 85782, 5425, 19966, 2446, 1879, 20123, 3543, 27459, 9831, 8059, 199, 7148, 73, 7477, 80660, 31000, 4323, 17465, 2142, 1150, 16915, 1103, 21788, 10735, 3713, 244, 9691, 64, 40862, 3346, 69003, 5487, 18439, 2261, 1542, 20021, 3383, 29582, 13548, 6898, 251, 9862, 67, 8020, 6966, 83910, 6473, 24453, 2526, 2092, 26446, 3527, 35378, 15539, 8290, 260, 13524, 76, 9402, 3309, 70003, 5464, 18593, 2278, 1634, 20154, 3421, 29135, 13495, 7006, 247, 9833, 68, 10708, 3010, 91008, 5873, 22948, 2395, 2010, 23245, 3518, 33871, 12542, 8619, 179, 10066, 62, 20159, 
5575, 85782, 5436, 19965, 2433, 2143, 20275, 3556, 27616, 9796, 8095, 196, 7167, 72, 7530, 79575, 31000, 4274, 17377, 2147, 1208, 16893, 1114, 21881, 10716, 3705, 181, 9779, 51, 40872, 3398, 69003, 5459, 18516, 2299, 1540, 19985, 3405, 29396, 13566, 6910, 246, 9870, 68, 8054, 6994, 83910, 6496, 24470, 2515, 2095, 26466, 3519, 35406, 15541, 8318, 230, 13462, 78, 9422, 3321, 70003, 5444, 18584, 2268, 1634, 20114, 3395, 29076, 13504, 7066, 293, 9838, 82, 10656, 3027, 91008, 5887, 22991, 2389, 2006, 23216, 3519, 33258, 12563, 8649, 186, 10068, 61, 20132, 
5583, 85779, 5412, 19987, 2456, 1875, 20266, 3580, 27775, 9767, 8062, 201, 7204, 73, 7484, 80964, 31000, 4326, 17566, 2141, 1158, 16916, 1115, 21467, 10726, 3717, 239, 9657, 61, 41087, 3352, 69003, 5450, 18590, 2282, 1538, 20226, 3424, 30163, 13484, 6897, 250, 10195, 67, 8050, 6966, 83910, 6448, 24318, 2532, 2087, 26421, 3542, 34772, 15559, 8328, 227, 13399, 75, 9402, 3315, 70003, 5463, 18677, 2288, 1626, 20239, 3414, 29697, 13421, 6973, 197, 10162, 68, 10642, 3029, 91008, 5862, 22924, 2387, 2010, 23226, 3484, 32997, 12580, 8649, 250, 10219, 72, 20266, 
5547, 85784, 5410, 19947, 2450, 1872, 20370, 3619, 27542, 9807, 8065, 202, 7193, 73, 7530, 81116, 31000, 4317, 17476, 2126, 1157, 16878, 1112, 21765, 10709, 3723, 247, 9657, 52, 40172, 3373, 69003, 5377, 18448, 2264, 1534, 19950, 3417, 29512, 13525, 6920, 191, 9834, 61, 7933, 6988, 83910, 6473, 24330, 2529, 2088, 26459, 3529, 34896, 15576, 8346, 229, 13489, 75, 9331, 3315, 70003, 5467, 18584, 2270, 1627, 20162, 3430, 29099, 13475, 6992, 250, 9802, 60, 10649, 3051, 91008, 5871, 22931, 2390, 2008, 23276, 3521, 33147, 12563, 8656, 187, 10037, 63, 20185, 
5602, 85780, 5414, 19962, 2435, 1867, 20140, 3537, 27586, 9820, 8084, 196, 7215, 78, 7524, 81272, 31000, 4332, 17456, 2120, 1155, 16879, 1107, 21395, 10716, 3707, 247, 9902, 60, 41048, 3368, 69003, 5441, 18597, 2293, 1526, 20045, 3429, 29399, 13595, 6947, 189, 9845, 61, 7983, 7011, 83910, 6502, 24450, 2527, 2085, 26453, 3550, 34694, 15575, 8273, 224, 13379, 75, 9366, 3315, 70003, 5395, 18575, 2274, 1626, 20184, 3439, 29134, 13532, 6991, 240, 9810, 69, 10715, 3011, 91008, 5813, 22867, 2374, 2011, 23264, 3492, 33124, 12592, 8625, 201, 10032, 70, 20164, 
5558, 85779, 5413, 19962, 2439, 1871, 20216, 3553, 27927, 9798, 8199, 214, 7191, 88, 7567, 79598, 31000, 4327, 17437, 2153, 1147, 16835, 1112, 21886, 10720, 3716, 185, 9693, 52, 41073, 3397, 69003, 5417, 18433, 2283, 1534, 20048, 3417, 29587, 13590, 6944, 193, 9857, 65, 7976, 7006, 83910, 6493, 24339, 2518, 2088, 26400, 3563, 34777, 15558, 8304, 230, 13327, 78, 9430, 3304, 70003, 5460, 18693, 2287, 1630, 20236, 3414, 29166, 13526, 6997, 185, 9822, 61, 10615, 3051, 91008, 5837, 22961, 2401, 2011, 23351, 3489, 33186, 12574, 8645, 193, 10053, 63, 20185, 
5600, 85782, 5408, 19900, 2441, 1885, 20170, 3572, 28057, 9846, 8195, 192, 7190, 72, 7550, 80557, 31000, 4342, 17475, 2146, 1157, 16903, 1115, 21164, 10736, 3730, 189, 9807, 53, 40614, 3380, 69003, 5476, 18432, 2291, 1577, 19978, 3444, 29779, 13595, 6936, 245, 9837, 68, 8002, 7004, 83910, 6554, 24479, 2546, 2097, 26491, 3556, 35711, 15510, 8380, 291, 13643, 85, 9533, 3343, 70003, 5477, 18719, 2295, 1632, 20190, 3416, 29263, 13543, 7052, 245, 9802, 73, 10834, 3016, 91008, 5849, 22957, 2394, 2021, 23281, 3537, 33985, 12583, 8724, 189, 10026, 65, 20264, 
5604, 85778, 5470, 20138, 2442, 1872, 20028, 3554, 27469, 9864, 8086, 193, 7254, 82, 7550, 79669, 31000, 4310, 17420, 2143, 1154, 16825, 1095, 21847, 10722, 3697, 197, 9535, 69, 40757, 3362, 69003, 5360, 18543, 2282, 1531, 19989, 3437, 29610, 13579, 6951, 251, 9826, 70, 8040, 7002, 83910, 6507, 24378, 2659, 2116, 26438, 3585, 35036, 15586, 8365, 222, 13500, 75, 9390, 3331, 70003, 5417, 18664, 2279, 1646, 20164, 3428, 29132, 13509, 7040, 254, 9795, 71, 10696, 3010, 91008, 5874, 22820, 2397, 2007, 23295, 3511, 33218, 12589, 8700, 185, 10021, 72, 20207, 
5526, 85781, 5402, 19962, 2428, 1884, 20181, 3549, 27830, 9850, 8107, 196, 7254, 73, 7568, 80257, 31000, 4318, 17434, 2153, 1156, 16848, 1112, 21412, 10730, 3716, 243, 9759, 61, 41321, 3328, 69003, 5490, 18618, 2279, 1552, 20061, 3427, 29720, 13540, 6957, 183, 9805, 60, 8033, 6997, 83910, 6557, 24474, 2559, 2101, 26520, 3585, 35251, 15586, 8378, 226, 13470, 76, 9431, 3355, 70003, 5420, 18636, 2286, 1638, 20173, 3442, 29316, 13489, 7037, 241, 9772, 68, 10732, 3031, 91008, 5873, 22957, 2417, 2028, 23245, 3525, 33861, 12546, 8684, 189, 10000, 63, 20244, 
5597, 85783, 5426, 19866, 2453, 1883, 20259, 3559, 27882, 9846, 8103, 196, 7204, 72, 7509, 80517, 31000, 4307, 17370, 2142, 1155, 16859, 1112, 21877, 10729, 3729, 182, 9501, 52, 41167, 3337, 69003, 5512, 18620, 2296, 1548, 20026, 3435, 29831, 13560, 6977, 246, 9831, 69, 8084, 7028, 83910, 6518, 24495, 2543, 2100, 26465, 3545, 35600, 15565, 8362, 229, 13444, 76, 9454, 3350, 70003, 5497, 18653, 2290, 1632, 20136, 3433, 29312, 13507, 7055, 248, 9800, 72, 10686, 2993, 91008, 5922, 23031, 2413, 2021, 23221, 3516, 33567, 12577, 8664, 190, 10032, 64, 20195, 
5581, 85780, 5450, 19933, 2456, 1883, 20291, 3592, 27810, 9923, 8119, 197, 7264, 75, 7553, 80526, 31000, 4336, 17508, 2153, 1160, 16860, 1114, 21347, 10724, 3751, 242, 9817, 61, 41121, 3366, 69003, 5464, 18672, 2315, 1539, 20015, 3424, 29716, 13551, 6975, 245, 9859, 69, 8083, 7009, 83910, 6528, 24383, 2547, 2100, 26465, 3554, 35545, 15560, 8342, 228, 13589, 75, 9459, 3309, 70003, 5497, 18655, 2289, 1635, 20190, 3439, 29234, 13490, 7009, 252, 9834, 79, 10764, 3051, 91008, 5898, 22944, 2398, 2014, 23207, 3518, 33640, 12568, 8678, 189, 10071, 63, 20222, 
5593, 85781, 5462, 20107, 2445, 1881, 20246, 3564, 27782, 9852, 8141, 195, 7297, 77, 7560, 80694, 31000, 4310, 17429, 2145, 1170, 16847, 1110, 21979, 10736, 3749, 183, 9567, 51, 40782, 3343, 69003, 5484, 18633, 2288, 1544, 20003, 3397, 29646, 13571, 6977, 245, 9897, 72, 8121, 7013, 83910, 6523, 24329, 2536, 2108, 26534, 3560, 35225, 15568, 8353, 229, 13625, 76, 9181, 3269, 70003, 5382, 18718, 2269, 1631, 20117, 3413, 29283, 13521, 7018, 250, 9874, 71, 10690, 3022, 91008, 5887, 23069, 2406, 2012, 23140, 3534, 33472, 12589, 8695, 198, 10114, 71, 20187, 
5571, 85778, 5441, 19985, 2490, 1896, 20291, 3551, 27906, 9845, 8141, 209, 7223, 87, 7607, 79983, 31000, 4310, 17554, 2148, 1148, 16884, 1111, 21469, 10741, 3744, 184, 9949, 52, 41072, 3382, 69003, 5505, 18553, 2284, 1543, 19991, 3414, 29637, 13573, 6979, 248, 9894, 67, 8067, 6966, 83910, 6504, 24321, 2526, 2110, 26510, 3561, 35061, 15564, 8373, 230, 13485, 75, 9479, 3319, 70003, 5387, 18649, 2276, 1634, 20147, 3436, 29250, 13524, 7057, 244, 9865, 75, 10636, 2987, 91008, 5813, 23036, 2414, 2019, 23167, 3534, 33060, 12570, 8660, 184, 10101, 63, 20266, 
5616, 85785, 5432, 19970, 2453, 1876, 20218, 3568, 28168, 9861, 8355, 197, 7225, 75, 7611, 80531, 31000, 4322, 17663, 2144, 1160, 16837, 1113, 21862, 10724, 3722, 186, 9683, 52, 41058, 3382, 69003, 5444, 18454, 2305, 1540, 20011, 3407, 29641, 13548, 6979, 191, 9845, 69, 8136, 7020, 83910, 6498, 24338, 2558, 2103, 26431, 3542, 34822, 15551, 8355, 232, 13569, 76, 9409, 3365, 70003, 5508, 18645, 2293, 1635, 20128, 3434, 29189, 13506, 7058, 248, 9818, 68, 10822, 3010, 91008, 5910, 23032, 2408, 2009, 23160, 3524, 33366, 12565, 8683, 196, 10047, 75, 20428, 
5602, 85782, 5365, 20057, 2432, 1902, 20211, 3558, 27988, 9840, 8117, 192, 7180, 72, 7589, 80019, 31000, 4289, 17406, 2162, 1168, 16881, 1115, 21218, 10727, 3750, 191, 10163, 56, 40884, 3370, 69003, 5486, 18368, 2285, 1562, 19975, 3430, 29691, 13546, 6994, 254, 9862, 76, 8071, 7076, 83910, 6520, 24287, 2525, 2102, 26465, 3604, 35671, 15484, 8407, 225, 13470, 78, 9452, 3347, 70003, 5416, 18515, 2263, 1633, 20172, 3429, 29260, 13485, 7066, 187, 9835, 62, 10699, 3020, 91008, 5862, 22911, 2424, 2029, 23271, 3564, 34005, 12556, 8735, 256, 10076, 74, 20337, 
5609, 85782, 5434, 19991, 2443, 1889, 20283, 3567, 27907, 9810, 8166, 194, 7215, 74, 7596, 79482, 31000, 4322, 17548, 2153, 1150, 16851, 1109, 21862, 10731, 3737, 181, 9669, 50, 40781, 3351, 69003, 5443, 18389, 2283, 1554, 19975, 3429, 29744, 13558, 6936, 184, 9869, 60, 8059, 7021, 83910, 6510, 24395, 2615, 2143, 26473, 3581, 35017, 15542, 8394, 223, 13471, 76, 9418, 3329, 70003, 5476, 18579, 2282, 1664, 20131, 3425, 29320, 13492, 7056, 184, 9838, 59, 10727, 3056, 91008, 5900, 22974, 2407, 2032, 23246, 3499, 33358, 12559, 8709, 183, 10069, 61, 20350, 
5581, 85782, 5426, 20032, 2459, 1869, 20199, 3546, 27646, 9789, 8093, 201, 7201, 73, 7511, 80116, 31000, 4338, 17576, 2159, 1150, 16871, 1117, 21472, 10731, 3716, 185, 9850, 52, 40917, 3373, 69003, 5467, 18614, 2271, 1542, 20007, 3429, 29618, 13583, 6922, 222, 9883, 60, 8015, 6967, 83910, 6531, 24465, 2534, 2094, 26450, 3563, 34803, 15539, 8358, 229, 13523, 75, 9370, 3311, 70003, 5412, 18663, 2267, 1624, 20141, 3427, 29224, 13505, 7017, 192, 9847, 60, 10612, 3052, 91008, 5876, 23093, 2397, 2007, 23223, 3515, 33692, 12528, 8683, 191, 10072, 62, 20182, 
5856, 85779, 5455, 20097, 2432, 1877, 20106, 3566, 27800, 9827, 8154, 197, 7300, 75, 7494, 80636, 31000, 4302, 17441, 2144, 1162, 16967, 1116, 22224, 10732, 3739, 239, 9667, 60, 41177, 3354, 69003, 5394, 18527, 2293, 1540, 19981, 3479, 29725, 13502, 6963, 245, 9816, 77, 8027, 7003, 83910, 6532, 24394, 2541, 2135, 26459, 3589, 35340, 15556, 8358, 236, 13496, 76, 9416, 3358, 70003, 5461, 18495, 2280, 1642, 20146, 3421, 29426, 13444, 7046, 245, 9774, 70, 10683, 3057, 91008, 5895, 22969, 2400, 2014, 23312, 3537, 33353, 12575, 8649, 248, 10001, 74, 20272, 
5586, 85783, 5445, 20063, 2449, 1885, 20168, 3535, 27657, 9833, 8131, 194, 7151, 74, 7577, 81296, 31000, 4308, 17492, 2140, 1151, 16852, 1099, 21611, 10709, 3727, 240, 9805, 52, 41317, 3379, 69003, 5482, 18596, 2275, 1549, 20058, 3430, 30035, 13519, 6966, 188, 10041, 59, 8024, 6986, 83910, 6589, 24567, 2558, 2091, 26365, 3548, 35239, 15530, 8340, 231, 13891, 77, 9400, 3365, 70003, 5487, 18634, 2293, 1630, 20185, 3429, 29581, 13465, 7028, 248, 10004, 69, 10714, 3037, 91008, 5910, 23022, 2413, 2020, 23273, 3523, 33191, 12576, 8725, 254, 10227, 72, 20388, 
5587, 85782, 5428, 20010, 2450, 1890, 20182, 3582, 27860, 9848, 8379, 196, 7212, 75, 7605, 80767, 31000, 4318, 17507, 2161, 1167, 16918, 1104, 22005, 10737, 3726, 183, 9789, 51, 41319, 3358, 69003, 5463, 18597, 2300, 1541, 20081, 3445, 29662, 13592, 6938, 257, 9871, 79, 8151, 6997, 83910, 6572, 24570, 2533, 2102, 26480, 3573, 35192, 15560, 8368, 306, 13507, 83, 9497, 3319, 70003, 5474, 18662, 2285, 1642, 20211, 3436, 29313, 13528, 7069, 243, 9832, 72, 10656, 3043, 91008, 5879, 22950, 2407, 2017, 23286, 3526, 33439, 12597, 8711, 238, 10057, 63, 20312, 
5828, 85780, 5422, 19965, 2433, 1875, 20206, 3557, 27644, 9830, 8160, 192, 7190, 74, 7564, 80216, 31000, 4344, 17402, 2139, 1156, 16849, 1111, 22077, 10734, 3736, 182, 9569, 53, 41464, 3409, 69003, 5499, 18599, 2281, 1537, 19976, 3471, 29663, 13584, 6984, 252, 9849, 70, 8164, 7063, 83910, 6571, 24475, 2692, 2107, 26418, 3575, 35181, 15596, 8387, 270, 13371, 77, 9439, 3323, 70003, 5486, 18588, 2284, 1638, 20197, 3455, 29294, 13533, 7081, 246, 9812, 68, 10734, 3044, 91008, 5876, 23060, 2408, 2011, 23271, 3552, 33708, 12576, 8680, 189, 10038, 64, 20405, 
5989, 85780, 5564, 19976, 2477, 1914, 20078, 3668, 28454, 9858, 8482, 229, 7164, 81, 7719, 82633, 31000, 4424, 17525, 2533, 1218, 16867, 1156, 22671, 10743, 3819, 191, 9822, 54, 42561, 3464, 69003, 5911, 18642, 2397, 1607, 20049, 3506, 31625, 13585, 7136, 212, 9794, 73, 8476, 7262, 83910, 6953, 24529, 2608, 2144, 26473, 3706, 36663, 15559, 8602, 238, 13466, 77, 10033, 3445, 70003, 5576, 18604, 2618, 1684, 20179, 3512, 30212, 13510, 7202, 186, 9758, 64, 10902, 3069, 91008, 6213, 22931, 2486, 2061, 23300, 3589, 34799, 12565, 9292, 204, 9978, 69, 21037, 
5580, 85778, 5490, 19997, 2452, 1904, 20221, 3593, 28045, 9834, 8196, 199, 7191, 74, 7612, 80115, 31000, 4316, 17417, 2175, 1169, 16912, 1107, 21735, 10727, 3747, 186, 10117, 54, 40999, 3386, 69933, 5740, 19935, 2327, 1649, 20209, 3459, 32333, 13918, 7118, 266, 11487, 75, 8101, 7280, 83910, 6583, 24561, 2576, 2119, 26535, 3572, 35492, 15581, 8401, 297, 13596, 75, 9526, 3311, 70933, 5678, 19942, 2326, 1660, 20410, 3467, 32073, 13795, 7223, 263, 11684, 73, 10817, 3023, 91008, 5884, 22845, 2425, 2032, 23237, 3527, 33405, 12566, 8905, 200, 10349, 57, 20279, 
5648, 85783, 5469, 20055, 2462, 1892, 20045, 3591, 27525, 9798, 8273, 197, 7102, 74, 7553, 81029, 31000, 4326, 17482, 2163, 1163, 16829, 1129, 21601, 10728, 3745, 242, 9642, 58, 41185, 3365, 71003, 5538, 18875, 2285, 1659, 20392, 3442, 30564, 13574, 7147, 250, 9856, 67, 8107, 7019, 83910, 6528, 24370, 2551, 2121, 26570, 3602, 35575, 15520, 8391, 295, 13431, 75, 9459, 3330, 72003, 5538, 19179, 2305, 1664, 20572, 3477, 30363, 13651, 7244, 254, 9987, 69, 10773, 3035, 91008, 5884, 22911, 2412, 2020, 23279, 3552, 33764, 12517, 8716, 189, 10030, 67, 20293, 
