json ser(micros), json len(bytes), json & lz4 #(micros), json & lz4 len(bytes), json & lz4 !(micros), json & snappy #(micros), json & snappy len(bytes), json & snappy !(micros), json & zlib #(micros), json & zlib len(bytes), json & zlib !(micros), json & zstd #(micros), json & zstd len(bytes), json & zstd !(micros), json de(micros), protobuf ser(micros), protobuf len(bytes), protobuf & lz4 #(micros), protobuf & lz4 len(bytes), protobuf & lz4 !(micros), protobuf & snappy #(micros), protobuf & snappy len(bytes), protobuf & snappy !(micros), protobuf & zlib #(micros), protobuf & zlib len(bytes), protobuf & zlib !(micros), protobuf & zstd #(micros), protobuf & zstd len(bytes), protobuf & zstd !(micros), protobuf de(micros), msgpack ser(micros), msgpack len(bytes), msgpack & lz4 #(micros), msgpack & lz4 len(bytes), msgpack & lz4 !(micros), msgpack & snappy #(micros), msgpack & snappy len(bytes), msgpack & snappy !(micros), msgpack & zlib #(micros), msgpack & zlib len(bytes), msgpack & zlib !(micros), msgpack & zstd #(micros), msgpack & zstd len(bytes), msgpack & zstd !(micros), msgpack de(micros), bson ser(micros), bson len(bytes), bson & lz4 #(micros), bson & lz4 len(bytes), bson & lz4 !(micros), bson & snappy #(micros), bson & snappy len(bytes), bson & snappy !(micros), bson & zlib #(micros), bson & zlib len(bytes), bson & zlib !(micros), bson & zstd #(micros), bson & zstd len(bytes), bson & zstd !(micros), bson de(micros), cbor ser(micros), cbor len(bytes), cbor & lz4 #(micros), cbor & lz4 len(bytes), cbor & lz4 !(micros), snappy #(micros), snappy len(bytes), snappy !(micros), zlib #(micros), zlib len(bytes), zlib !(micros), zstd #(micros), zstd len(bytes), zstd !(micros), cbor de(micros),pickle ser(micros), pickle len(bytes), lz4 #(micros), lz4 len(bytes), lz4 !(micros), snappy #(micros), snappy len(bytes), snappy !(micros), zlib #(micros), zlib len(bytes), zlib !(micros), zstd #(micros), zstd len(bytes), zstd !(micros), pickle de(micros),
3824, 27114, 3722, 17811, 1910, 1157, 16944, 1060, 14669, 10084, 3354, 198, 8970, 49, 2859, 27535, 9300, 1221, 9161, 1469, 716, 9318, 416, 4738, 7984, 1493, 126, 8183, 29, 13433, 837, 15203, 2203, 9810, 1667, 854, 10445, 537, 9570, 8294, 2030, 158, 7278, 28, 2869, 1480, 16610, 2228, 9936, 1680, 850, 10251, 892, 8655, 8635, 2167, 139, 7828, 29, 3058, 869, 15302, 2205, 9814, 1665, 853, 10470, 532, 9804, 8289, 2057, 136, 7279, 27, 3727, 777, 20206, 2554, 11216, 1785, 909, 11169, 931, 11626, 8419, 2461, 133, 7355, 28, 5670, 
3504, 27081, 3705, 17793, 1901, 1163, 16992, 1058, 14485, 10076, 3321, 202, 9063, 51, 2860, 27143, 9300, 1280, 9146, 1474, 675, 9318, 416, 4849, 7988, 1475, 125, 8180, 47, 13589, 838, 15203, 2201, 9798, 1663, 852, 10432, 540, 9537, 8287, 2017, 136, 7202, 27, 2817, 1441, 16610, 2236, 9927, 1698, 846, 10230, 895, 8732, 8654, 2176, 149, 7805, 31, 3188, 899, 15302, 2237, 9778, 1665, 856, 10429, 531, 9563, 8281, 2034, 134, 7206, 26, 3694, 779, 20206, 2618, 11260, 1774, 914, 11188, 938, 11791, 8423, 2494, 139, 7272, 29, 5722, 
1481, 27126, 3672, 17795, 1933, 1167, 17105, 1068, 14539, 10097, 3424, 201, 9040, 50, 2898, 26877, 9300, 1312, 9133, 1460, 723, 9318, 427, 4846, 7979, 1544, 142, 8177, 32, 13523, 860, 15203, 2178, 9789, 1664, 857, 10464, 519, 9548, 8284, 2036, 146, 7236, 26, 2788, 1418, 16610, 2213, 9935, 1666, 898, 10303, 941, 8768, 8662, 2257, 142, 7765, 31, 3138, 877, 15302, 2211, 9782, 1656, 870, 10460, 549, 9731, 8276, 2047, 132, 7239, 27, 3693, 757, 20206, 2604, 11286, 1833, 931, 11189, 940, 11834, 8414, 2472, 136, 7297, 28, 5832, 
3564, 27122, 3659, 17782, 1960, 1187, 17023, 1067, 14514, 10087, 3388, 199, 9045, 50, 2892, 27295, 9300, 1274, 9151, 1472, 725, 9318, 414, 4744, 7989, 1504, 126, 8194, 30, 13577, 836, 15203, 2202, 9797, 1657, 857, 10467, 531, 9609, 8297, 2114, 133, 7263, 26, 2789, 1457, 16610, 2225, 9932, 1693, 847, 10251, 891, 8589, 8655, 2171, 137, 7844, 29, 3140, 881, 15302, 2219, 9782, 1663, 852, 10468, 524, 9689, 8293, 2065, 142, 7264, 34, 3776, 773, 20206, 2638, 11299, 1751, 911, 11191, 922, 11600, 8433, 2497, 131, 7290, 28, 5684, 
1363, 27100, 3810, 17763, 1976, 1178, 17029, 1083, 14638, 10080, 3450, 207, 9031, 49, 2876, 27676, 9300, 1237, 9166, 1500, 745, 9318, 416, 5012, 8000, 1485, 130, 8177, 49, 13578, 837, 15203, 2214, 9758, 1658, 900, 10470, 550, 9520, 8293, 2053, 133, 7222, 35, 2818, 1441, 16610, 2223, 9922, 1840, 868, 10294, 907, 8753, 8660, 2185, 138, 7780, 29, 3091, 861, 15302, 2217, 9790, 1669, 858, 10464, 532, 9601, 8284, 2052, 155, 7225, 30, 3780, 774, 20206, 2666, 11251, 1838, 913, 11146, 928, 11725, 8426, 2467, 132, 7286, 28, 5822, 
3369, 27097, 3747, 17789, 1930, 1168, 16995, 1056, 14547, 10061, 3366, 254, 9006, 56, 2925, 27201, 9300, 1227, 9180, 1544, 523, 9318, 418, 4782, 8018, 1481, 121, 8183, 29, 13510, 849, 15203, 2211, 9834, 1692, 903, 10486, 539, 9503, 8305, 2033, 136, 7303, 26, 2944, 1457, 16610, 2238, 10005, 1683, 863, 10322, 897, 8748, 8675, 2183, 139, 7822, 29, 3088, 914, 15302, 2205, 9869, 1660, 857, 10483, 525, 9652, 8299, 2044, 135, 7303, 26, 3866, 765, 20206, 2567, 11288, 1746, 920, 11188, 926, 11624, 8445, 2489, 150, 7364, 31, 5783, 
3992, 27123, 3745, 17860, 1922, 1162, 17048, 1098, 14457, 10083, 3363, 213, 9017, 54, 2872, 27140, 9300, 1176, 9164, 1481, 737, 9318, 425, 4831, 7995, 1469, 128, 8191, 31, 13681, 831, 15203, 2201, 9792, 1701, 899, 10446, 542, 9521, 8300, 2040, 142, 7268, 28, 2803, 1434, 16610, 2208, 9975, 1671, 847, 10268, 908, 8851, 8673, 2189, 139, 7783, 29, 3082, 863, 15302, 2218, 9824, 1723, 880, 10442, 531, 9542, 8292, 2064, 152, 7283, 29, 3758, 777, 20206, 2554, 11258, 1762, 914, 11170, 922, 11675, 8435, 2449, 148, 7349, 28, 5842, 
3307, 27091, 3778, 17760, 1935, 1175, 16948, 1066, 14660, 10034, 3314, 193, 9019, 48, 2850, 27176, 9300, 1198, 9165, 1470, 727, 9318, 422, 4848, 7991, 1534, 125, 8201, 30, 13601, 839, 15203, 2206, 9805, 1674, 880, 10454, 533, 9553, 8296, 2078, 144, 7274, 26, 2796, 1440, 16610, 2221, 9964, 1685, 855, 10270, 903, 8740, 8669, 2187, 130, 7785, 28, 3081, 876, 15302, 2216, 9795, 1666, 890, 10439, 559, 9562, 8288, 2092, 136, 7277, 27, 3736, 778, 20206, 2570, 11203, 1754, 907, 11142, 931, 11701, 8445, 2526, 147, 7353, 29, 5776, 
3189, 27100, 3760, 17815, 1916, 1163, 16986, 1074, 14531, 10108, 3397, 198, 8993, 48, 2887, 27522, 9300, 1225, 9167, 1474, 730, 9318, 414, 4762, 8003, 1761, 206, 8207, 47, 13648, 835, 15203, 2183, 9800, 1660, 865, 10490, 524, 9731, 8293, 2039, 143, 7237, 26, 2799, 1429, 16610, 2210, 9925, 1686, 872, 10282, 912, 8954, 8652, 2245, 149, 7848, 31, 3105, 877, 15302, 2222, 9857, 1665, 875, 10509, 527, 9623, 8289, 2050, 130, 7239, 25, 3725, 760, 20206, 2570, 11265, 1778, 919, 11210, 924, 11828, 8428, 2634, 153, 7292, 29, 5772, 
1382, 27106, 3870, 17655, 1952, 1241, 16960, 1083, 14755, 10087, 3342, 198, 9034, 50, 2903, 27440, 9300, 1279, 9145, 1469, 717, 9318, 422, 4849, 8007, 1482, 120, 8188, 30, 13710, 856, 15203, 2215, 9826, 1667, 870, 10495, 533, 9675, 8292, 2071, 239, 7220, 28, 3002, 1429, 16610, 2270, 9966, 1674, 850, 10283, 907, 8751, 8677, 2240, 140, 7838, 30, 3101, 864, 15302, 2223, 9825, 1688, 869, 10481, 562, 9606, 8288, 2061, 134, 7223, 26, 3742, 766, 20206, 2596, 11274, 1754, 912, 11207, 934, 11829, 8435, 2472, 131, 7283, 27, 5834, 
3041, 27108, 3857, 17769, 1924, 1165, 16994, 1073, 14702, 10066, 3347, 192, 9049, 48, 2849, 27246, 9300, 1251, 9166, 1491, 726, 9318, 417, 4702, 7994, 1473, 122, 8180, 30, 13484, 854, 15203, 2228, 9802, 1664, 854, 10489, 534, 9694, 8293, 2052, 129, 7232, 26, 2789, 1439, 16610, 2200, 9926, 1670, 841, 10247, 917, 8711, 8662, 2167, 135, 7761, 29, 3072, 931, 15302, 2263, 9785, 1691, 868, 10481, 532, 9696, 8288, 2074, 136, 7234, 26, 3786, 774, 20206, 2573, 11245, 1790, 908, 11183, 925, 11721, 8432, 2527, 149, 7287, 35, 5697, 
3685, 27098, 3733, 17798, 1908, 1160, 16957, 1064, 14623, 10104, 3335, 195, 9075, 48, 2858, 27477, 9300, 1276, 9137, 1475, 716, 9318, 418, 4771, 7986, 1530, 152, 8186, 37, 13615, 834, 15203, 2201, 9812, 1658, 866, 10445, 531, 9659, 8284, 2128, 264, 7287, 40, 2898, 1451, 16610, 2239, 9938, 1679, 841, 10291, 891, 8846, 8663, 2199, 142, 7755, 31, 3105, 877, 15302, 2207, 9822, 1666, 859, 10453, 529, 9710, 8276, 2063, 142, 7289, 29, 3741, 773, 20206, 2577, 11274, 1784, 934, 11158, 928, 11891, 8420, 2471, 137, 7348, 28, 5704, 
3729, 27103, 3648, 17776, 1917, 1160, 16917, 1039, 14703, 10093, 3330, 211, 9056, 59, 2906, 27534, 9300, 1199, 9182, 1557, 732, 9318, 424, 4785, 7992, 1599, 137, 8177, 35, 13584, 830, 15203, 2219, 9778, 1694, 863, 10427, 524, 9471, 8293, 2023, 133, 7243, 26, 2947, 1449, 16610, 2281, 9900, 1679, 852, 10248, 897, 8765, 8661, 2175, 134, 7790, 29, 3075, 875, 15302, 2186, 9796, 1670, 857, 10450, 533, 9460, 8286, 2064, 164, 7247, 51, 3852, 758, 20206, 2574, 11221, 1767, 1129, 11160, 955, 11690, 8430, 2448, 139, 7303, 29, 5685, 
3758, 27114, 3698, 17830, 1962, 1170, 16898, 1063, 14463, 10099, 3310, 193, 9012, 47, 2895, 27247, 9300, 1137, 9191, 1478, 725, 9318, 411, 4799, 7996, 1472, 120, 8176, 48, 13608, 831, 15203, 2195, 9784, 1690, 887, 10471, 546, 9594, 8298, 2037, 145, 7223, 30, 2801, 1435, 16610, 2249, 9937, 1680, 847, 10291, 895, 8596, 8661, 2185, 137, 7818, 30, 3165, 986, 15302, 2257, 9784, 1724, 874, 10491, 534, 9610, 8295, 2094, 136, 7225, 28, 3722, 775, 20206, 2583, 11273, 1751, 930, 11207, 925, 11932, 8428, 2488, 133, 7407, 29, 5747, 
1373, 27090, 3779, 17756, 1929, 1166, 16976, 1128, 14705, 10064, 3417, 239, 9029, 56, 2898, 27290, 9300, 1160, 9185, 1474, 727, 9318, 416, 5045, 7988, 1557, 127, 8164, 30, 13293, 845, 15203, 2186, 9785, 1657, 852, 10463, 540, 9439, 8292, 2020, 131, 7276, 26, 2791, 1442, 16610, 2198, 9895, 1823, 933, 10252, 930, 8739, 8655, 2201, 144, 7776, 29, 3100, 889, 15302, 2212, 9781, 1706, 857, 10473, 529, 9499, 8282, 2030, 129, 7279, 26, 3763, 790, 20206, 2719, 11269, 1918, 926, 11197, 943, 11697, 8428, 2463, 157, 7343, 30, 5706, 
2073, 27098, 3927, 17647, 1919, 1153, 16934, 1045, 14564, 10050, 3360, 208, 9001, 50, 2890, 27707, 9300, 1145, 9182, 1490, 716, 9318, 435, 4866, 7981, 1473, 130, 8160, 31, 13700, 839, 15203, 2211, 9786, 1663, 850, 10439, 522, 9514, 8288, 2195, 155, 7287, 33, 2905, 1453, 16610, 2236, 9920, 1680, 869, 10288, 897, 8754, 8661, 2198, 142, 7763, 31, 3052, 873, 15302, 2193, 9788, 1682, 854, 10449, 530, 9514, 8281, 2275, 148, 7290, 30, 3736, 766, 20206, 2586, 11288, 1775, 944, 11196, 926, 11717, 8421, 2462, 149, 7367, 29, 5684, 
2066, 27109, 3723, 17721, 1929, 1405, 16923, 1068, 14554, 10066, 3310, 191, 9017, 48, 2835, 27513, 9300, 1207, 9150, 1451, 721, 9318, 419, 4572, 8004, 1468, 145, 8187, 29, 13500, 855, 15203, 2394, 9812, 1731, 868, 10438, 536, 9669, 8292, 2039, 132, 7219, 27, 2805, 1402, 16610, 2208, 9953, 1692, 841, 10260, 920, 8619, 8657, 2225, 158, 7812, 31, 3339, 913, 15302, 2275, 9806, 1704, 857, 10460, 536, 9563, 8286, 2045, 134, 7220, 26, 3705, 759, 20206, 2558, 11307, 1749, 907, 11206, 929, 11704, 8427, 2448, 134, 7274, 29, 6184, 
1316, 27084, 3672, 17745, 1920, 1196, 17001, 1051, 14786, 10045, 3434, 214, 8968, 52, 2867, 27087, 9300, 1290, 9130, 1460, 719, 9318, 433, 4771, 8013, 1466, 123, 8204, 79, 13398, 828, 15203, 2190, 9797, 1679, 844, 10443, 532, 10596, 8301, 2039, 141, 7222, 26, 2827, 1430, 16610, 2232, 9952, 1688, 844, 10300, 1020, 8729, 8667, 2202, 139, 7806, 30, 3084, 876, 15302, 2192, 9777, 1672, 853, 10454, 522, 10461, 8295, 2062, 160, 7226, 29, 3757, 778, 20206, 2559, 11282, 1966, 951, 11207, 949, 11671, 8432, 2460, 136, 7309, 29, 5723, 
3505, 27089, 3705, 17756, 1947, 1168, 16880, 1089, 14380, 10060, 3350, 193, 9047, 47, 2839, 27365, 9300, 1265, 9145, 1468, 725, 9318, 416, 4651, 8002, 1465, 120, 8177, 29, 13541, 849, 15203, 2203, 9790, 1661, 897, 10455, 535, 9615, 8307, 2037, 134, 7259, 26, 2826, 1444, 16610, 2202, 9956, 1710, 853, 10270, 901, 8784, 8646, 2195, 137, 7806, 29, 3069, 864, 15302, 2199, 9770, 1817, 903, 10457, 547, 9654, 8303, 2061, 187, 7260, 28, 3740, 769, 20206, 2550, 11229, 1752, 907, 11182, 916, 11628, 8429, 2484, 123, 7311, 28, 5818, 
1362, 27100, 3757, 17651, 1946, 1177, 16942, 1074, 14575, 10077, 3326, 194, 9032, 48, 2983, 27523, 9300, 1272, 9150, 1463, 726, 9318, 439, 4854, 8002, 1473, 118, 8169, 29, 13765, 846, 15203, 2221, 9781, 1658, 861, 10462, 526, 9539, 8282, 2034, 127, 7202, 25, 2798, 1415, 16610, 2222, 9970, 1664, 858, 10277, 898, 8938, 8661, 2203, 146, 7753, 31, 3084, 873, 15302, 2224, 9803, 1698, 856, 10460, 525, 9603, 8275, 2050, 117, 7204, 26, 3685, 765, 20206, 2568, 11280, 1770, 942, 11188, 931, 11925, 8411, 2480, 150, 7255, 28, 5722, 
3787, 27082, 3784, 17697, 1911, 1165, 16927, 1045, 15469, 10063, 3341, 200, 9015, 48, 2858, 27343, 9300, 1211, 9167, 1464, 724, 9318, 415, 4862, 7999, 1478, 127, 8181, 30, 13620, 823, 15203, 2256, 9777, 1668, 851, 10457, 523, 9604, 8284, 2058, 142, 7267, 26, 2825, 1487, 16610, 2286, 9903, 1680, 847, 10292, 904, 8850, 8658, 2203, 157, 7817, 30, 3079, 879, 15302, 2206, 9800, 1682, 857, 10466, 524, 9637, 8279, 2071, 141, 7230, 28, 4146, 789, 20206, 2620, 11268, 1779, 941, 11190, 933, 11947, 8418, 2462, 153, 7330, 28, 5702, 
2092, 27115, 3693, 17670, 1927, 1197, 17012, 1102, 14513, 10085, 3336, 197, 9030, 68, 2894, 27155, 9300, 1216, 9175, 1464, 723, 9318, 417, 4710, 7984, 1451, 117, 8188, 29, 13764, 844, 15203, 2195, 9788, 1676, 857, 10506, 533, 9673, 8298, 2047, 135, 7278, 26, 2809, 1433, 16610, 2239, 9942, 1669, 843, 10255, 905, 8851, 8649, 2236, 150, 7797, 31, 3143, 879, 15302, 2211, 9811, 1692, 884, 10503, 525, 9718, 8299, 2034, 137, 7280, 27, 3726, 755, 20206, 2578, 11295, 1751, 909, 11200, 928, 11979, 8433, 2489, 142, 7377, 29, 5766, 
3222, 27127, 3664, 17744, 1920, 1166, 16921, 1115, 14463, 10081, 3341, 202, 9028, 48, 2854, 27535, 9300, 1275, 9155, 1475, 763, 9318, 424, 4877, 7981, 1513, 130, 8166, 30, 13649, 845, 15203, 2180, 9772, 1663, 857, 10420, 526, 9647, 8274, 2065, 140, 7219, 26, 2849, 1463, 16610, 2228, 9927, 1713, 868, 10266, 904, 8922, 8654, 2218, 142, 7788, 31, 3090, 880, 15302, 2212, 9803, 1662, 853, 10406, 542, 9629, 8270, 3018, 156, 7222, 30, 3752, 774, 20206, 2590, 11168, 1751, 910, 11133, 940, 11760, 8408, 2472, 138, 7274, 29, 5776, 
3708, 27105, 3733, 17785, 1909, 1154, 16965, 1074, 14613, 10096, 3335, 203, 9019, 49, 2864, 27182, 9300, 1138, 9193, 1484, 733, 9318, 456, 4763, 8003, 1484, 132, 8180, 30, 13567, 836, 15203, 2218, 9801, 1665, 852, 10492, 524, 9498, 8295, 2029, 140, 7336, 26, 2788, 1491, 16610, 2191, 9889, 1694, 863, 10261, 897, 8626, 8656, 2196, 138, 7811, 28, 3097, 887, 15302, 2209, 9841, 1676, 859, 10484, 529, 9582, 8289, 2057, 120, 7337, 29, 3847, 779, 20206, 2625, 11289, 1774, 917, 11218, 939, 11661, 8430, 2456, 138, 7315, 28, 5676, 
1378, 27117, 3790, 17867, 1944, 1188, 17007, 1071, 14577, 10076, 3333, 259, 9022, 57, 2887, 27462, 9300, 1234, 9151, 1471, 528, 9318, 415, 4813, 8000, 1478, 115, 8187, 28, 13780, 861, 15203, 2224, 9802, 1666, 858, 10429, 529, 9555, 8285, 2039, 137, 7232, 26, 2823, 1434, 16610, 2196, 9959, 1659, 851, 10257, 904, 8841, 8656, 2265, 148, 7797, 32, 3103, 873, 15302, 2202, 9814, 1657, 871, 10425, 534, 9606, 8278, 2051, 135, 7234, 26, 3702, 780, 20206, 2572, 11187, 1747, 908, 11154, 936, 11952, 8422, 2483, 133, 7288, 30, 5719, 
3730, 27116, 3741, 17749, 1931, 1154, 17002, 1065, 14538, 10087, 3406, 214, 9034, 50, 2995, 27072, 9300, 1035, 9204, 1465, 736, 9318, 418, 4803, 7994, 1463, 119, 8173, 29, 13646, 831, 15203, 2198, 9832, 1665, 850, 10475, 544, 9576, 8298, 2018, 137, 7239, 25, 2829, 1445, 16610, 2222, 9912, 1675, 842, 10256, 916, 8874, 8661, 2203, 142, 7801, 31, 3092, 863, 15302, 2207, 9821, 1678, 869, 10488, 532, 9593, 8292, 2045, 131, 7240, 27, 3696, 766, 20206, 2562, 11300, 1962, 1471, 11186, 1264, 11965, 8427, 2483, 140, 7297, 29, 5729, 
1340, 27108, 3761, 17795, 1936, 1161, 17008, 1058, 14485, 10053, 3313, 194, 9021, 49, 2844, 27943, 9300, 1392, 9153, 1468, 719, 9318, 419, 4722, 7991, 1470, 122, 8194, 29, 13485, 856, 15203, 2253, 9801, 1696, 863, 10454, 529, 9526, 8300, 2034, 140, 7271, 27, 2943, 1425, 16610, 2216, 9935, 1661, 839, 10287, 908, 9051, 8660, 2164, 139, 7794, 28, 3847, 880, 15302, 2212, 9806, 1682, 853, 10465, 524, 9553, 8296, 2158, 143, 7281, 34, 3717, 760, 20206, 2586, 11256, 1749, 913, 11190, 926, 11722, 8424, 2475, 146, 7377, 45, 5718, 
1442, 27116, 3698, 17761, 1923, 1183, 16957, 1045, 17084, 10046, 3404, 262, 9025, 57, 2924, 27359, 9300, 1163, 9177, 1457, 734, 9318, 416, 4811, 7996, 1475, 115, 8190, 29, 13444, 963, 15203, 2210, 9772, 1874, 878, 10482, 526, 9613, 8294, 2045, 143, 7262, 26, 2806, 1448, 16610, 2220, 9939, 1674, 846, 10260, 896, 8852, 8654, 2176, 139, 7772, 41, 3213, 895, 15302, 2212, 9797, 1664, 860, 10484, 531, 10853, 8288, 2064, 144, 7257, 27, 3751, 776, 20206, 2587, 11281, 1744, 907, 11185, 932, 11879, 8425, 2482, 139, 7320, 31, 5795, 
1952, 27099, 3729, 17828, 1934, 1162, 16940, 1048, 14440, 10089, 3457, 249, 9031, 66, 2960, 27010, 9300, 1160, 9186, 1453, 613, 9318, 420, 4800, 8008, 1474, 117, 8187, 28, 13869, 880, 15203, 2199, 9795, 1684, 870, 10453, 524, 9527, 8294, 2012, 136, 7192, 26, 2778, 1415, 16610, 2203, 9935, 1669, 854, 10295, 944, 8947, 8648, 2207, 142, 7814, 30, 3116, 889, 15302, 2242, 9804, 1670, 859, 10440, 526, 9537, 8288, 2050, 125, 7193, 25, 3659, 753, 20206, 2537, 11218, 1757, 1020, 11171, 1097, 11867, 8406, 2477, 145, 7254, 29, 5707, 
1364, 27101, 3879, 17889, 1949, 1195, 16998, 1199, 14567, 10097, 3401, 213, 9052, 51, 2856, 27227, 9300, 1046, 9209, 1460, 736, 9318, 419, 4812, 7991, 1510, 133, 8186, 32, 13610, 842, 15203, 2213, 9848, 1678, 855, 10447, 528, 9676, 8285, 2046, 139, 7276, 26, 2810, 1425, 16610, 2273, 9946, 1706, 864, 10238, 923, 8698, 8648, 2184, 144, 7808, 29, 3102, 880, 15302, 2211, 9847, 1663, 865, 10469, 541, 9653, 8279, 2062, 136, 7280, 26, 3730, 821, 20206, 2597, 11266, 1760, 923, 11216, 957, 11814, 8423, 2475, 131, 7320, 27, 5889, 
2068, 27088, 3736, 17831, 1916, 1157, 16936, 1055, 14507, 10064, 3312, 227, 9019, 52, 2825, 27292, 9300, 1213, 9166, 1453, 792, 9318, 427, 4757, 8002, 1489, 141, 8159, 43, 13612, 848, 15203, 2202, 9782, 1661, 851, 10433, 525, 9524, 8286, 2034, 141, 7239, 26, 2835, 1534, 16610, 2286, 9945, 1712, 857, 10230, 918, 8677, 8656, 2183, 145, 7791, 30, 3230, 891, 15302, 2215, 9791, 1663, 865, 10424, 525, 9585, 8280, 2055, 140, 7242, 27, 3737, 774, 20206, 2607, 11248, 1759, 920, 11137, 945, 11760, 8419, 2668, 137, 7298, 29, 5742, 
3602, 27108, 3688, 17858, 1905, 1155, 16952, 1043, 14760, 10105, 3315, 200, 8987, 50, 2856, 27352, 9300, 1200, 9172, 1478, 747, 9318, 416, 4988, 8010, 1477, 136, 8186, 33, 13545, 817, 15203, 2185, 9777, 1651, 849, 10449, 538, 9459, 8291, 2088, 171, 7223, 29, 2782, 1445, 16610, 2374, 9899, 1768, 850, 10270, 894, 8749, 8651, 2170, 138, 7849, 29, 3086, 867, 15302, 2196, 9776, 1653, 854, 10454, 529, 9537, 8288, 2052, 134, 7225, 26, 3699, 809, 20206, 2844, 11205, 1798, 929, 11148, 938, 11666, 8415, 2458, 139, 7353, 28, 5690, 
3373, 27096, 3734, 17803, 1966, 1171, 16959, 1058, 14321, 10102, 4171, 282, 8971, 68, 3214, 27259, 9300, 1149, 9181, 1446, 719, 9318, 414, 4868, 8004, 1473, 128, 8158, 33, 13547, 852, 15203, 2193, 9814, 1662, 859, 10460, 525, 9583, 8302, 2029, 138, 7269, 26, 2792, 1436, 16610, 2211, 9945, 1848, 1409, 10245, 1473, 9150, 8676, 2189, 153, 7772, 30, 3073, 864, 15302, 2264, 9827, 1774, 894, 10469, 532, 9635, 8297, 2040, 138, 7273, 25, 3720, 1370, 20206, 3356, 11244, 1809, 932, 11174, 938, 11831, 8436, 2469, 139, 7339, 27, 5852, 
1960, 27096, 3650, 17682, 1925, 1151, 16950, 1060, 14403, 10090, 3302, 193, 9072, 47, 2822, 27101, 9300, 1261, 9146, 1453, 719, 9318, 412, 4790, 7988, 1491, 117, 8174, 29, 14073, 862, 15203, 2207, 9804, 1673, 872, 10461, 539, 9511, 8287, 2024, 142, 7279, 26, 2776, 1432, 16610, 2205, 9929, 1658, 847, 10263, 906, 11201, 8657, 2646, 158, 7817, 32, 3109, 876, 15302, 2211, 9803, 1668, 888, 10446, 547, 9504, 8282, 2033, 139, 7281, 27, 3718, 759, 20206, 2561, 11269, 1744, 907, 11172, 967, 11936, 8423, 2469, 139, 7335, 28, 5703, 
1374, 27086, 3762, 17716, 1932, 1177, 16966, 1069, 14785, 10021, 3349, 226, 8989, 60, 2879, 27545, 9300, 1280, 9153, 1517, 755, 9318, 430, 4846, 7994, 1480, 132, 8194, 31, 13582, 850, 15203, 2205, 9840, 1685, 857, 10474, 529, 9565, 8305, 2047, 139, 7231, 27, 2925, 1441, 16610, 2234, 9916, 1685, 855, 10283, 918, 9006, 8664, 2200, 152, 7763, 31, 3091, 885, 15302, 2213, 9814, 1697, 874, 10498, 534, 9614, 8301, 2078, 146, 7235, 27, 3723, 756, 20206, 2581, 11284, 1754, 913, 11171, 936, 11769, 8445, 2447, 126, 7308, 27, 5690, 
3363, 27089, 3757, 17725, 1908, 1160, 16906, 1049, 14380, 10038, 3323, 198, 8994, 47, 2846, 27255, 9300, 1217, 9157, 1479, 733, 9318, 421, 4810, 7997, 1475, 124, 8187, 29, 13553, 827, 15203, 2190, 9777, 1761, 933, 10465, 551, 9563, 8298, 2053, 142, 7261, 27, 2810, 1550, 16610, 2294, 9916, 1701, 857, 10272, 893, 8880, 8663, 2182, 143, 7764, 30, 3077, 860, 15302, 2192, 9798, 1868, 898, 10459, 546, 9590, 8291, 2037, 156, 7265, 27, 3714, 754, 20206, 2572, 11330, 1758, 908, 11195, 924, 11718, 8432, 2454, 117, 7326, 26, 5903, 
2137, 27084, 3690, 17770, 1924, 1165, 16915, 1055, 14380, 10051, 3294, 193, 9021, 50, 3061, 26845, 9300, 1169, 9181, 1453, 722, 9318, 419, 4720, 7998, 1462, 118, 8186, 29, 13956, 833, 15203, 2176, 9815, 1672, 857, 10479, 518, 9436, 8296, 2029, 139, 7229, 27, 2797, 1415, 16610, 2219, 9928, 1662, 851, 10270, 905, 8891, 8642, 2193, 146, 7865, 30, 3094, 901, 15302, 2219, 9821, 1700, 864, 10490, 523, 9448, 8295, 2085, 136, 7231, 26, 3710, 765, 20206, 2567, 11247, 1754, 996, 11198, 942, 11786, 8431, 2468, 141, 7283, 28, 5747, 
1298, 27125, 3665, 17794, 1927, 1159, 16980, 1064, 14850, 10058, 3316, 251, 9076, 57, 2903, 27366, 9300, 1312, 9187, 1504, 725, 9318, 418, 4801, 8000, 1480, 126, 8190, 29, 13462, 830, 15203, 2200, 9849, 1665, 874, 10493, 530, 9676, 8284, 2365, 174, 7274, 32, 2904, 1436, 16610, 2234, 9950, 1675, 846, 10226, 895, 8782, 8654, 2175, 139, 7774, 28, 3084, 881, 15302, 2197, 9838, 1709, 855, 10485, 711, 9616, 8277, 2270, 151, 7276, 30, 3833, 761, 20206, 2558, 11260, 1745, 919, 11220, 920, 11888, 8417, 2444, 151, 7344, 28, 5738, 
